name1,name,liked,difficulty,passed,submitted,url
1052. 爱生气的书店老板,Grumpy Bookstore Owner,14,中等,"2,695","6,034",https://leetcode-cn.com/problems/grumpy-bookstore-owner
1191. K 次串联后最大子数组之和,K Concatenation Maximum Sum,14,中等,"1,556","6,779",https://leetcode-cn.com/problems/k-concatenation-maximum-sum
1106. 解析布尔表达式,Parsing A Boolean Expression,14,困难,"1,346","2,484",https://leetcode-cn.com/problems/parsing-a-boolean-expression
816. 模糊坐标,Ambiguous Coordinates,14,中等,738,"1,573",https://leetcode-cn.com/problems/ambiguous-coordinates
998. 最大二叉树 II,Maximum Binary Tree Ii,14,中等,"1,290","2,307",https://leetcode-cn.com/problems/maximum-binary-tree-ii
722. 删除注释,Remove Comments,14,中等,"1,106","4,186",https://leetcode-cn.com/problems/remove-comments
1245. 树的直径,Tree Diameter,13,中等,600,"1,518",https://leetcode-cn.com/problems/tree-diameter
1123. 最深叶节点的最近公共祖先,Lowest Common Ancestor Of Deepest Leaves,13,中等,"1,305","2,115",https://leetcode-cn.com/problems/lowest-common-ancestor-of-deepest-leaves
1020. 飞地的数量,Number Of Enclaves,13,中等,"1,840","3,857",https://leetcode-cn.com/problems/number-of-enclaves
987. 二叉树的垂序遍历,Vertical Order Traversal Of A Binary Tree,13,中等,"1,351","3,665",https://leetcode-cn.com/problems/vertical-order-traversal-of-a-binary-tree
1227. 飞机座位分配概率,Airplane Seat Assignment Probability,13,中等,"1,283","1,986",https://leetcode-cn.com/problems/airplane-seat-assignment-probability
1157. 子数组中占绝大多数的元素,Online Majority Element In Subarray,13,困难,922,"4,047",https://leetcode-cn.com/problems/online-majority-element-in-subarray
1269. 停在原地的方案数,Number Of Ways To Stay In The Same Place After Some Steps,13,困难,"1,257","3,485",https://leetcode-cn.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps
1066. 校园自行车分配 II,Campus Bikes Ii,13,中等,375,"1,150",https://leetcode-cn.com/problems/campus-bikes-ii
935. 骑士拨号器,Knight Dialer,13,中等,"1,386","3,594",https://leetcode-cn.com/problems/knight-dialer
1248. 统计「优美子数组」,Count Number Of Nice Subarrays,13,中等,"1,851","3,938",https://leetcode-cn.com/problems/count-number-of-nice-subarrays
LCP 5. 发 LeetCoin,Coin Bonus,13,困难,488,"3,133",https://leetcode-cn.com/problems/coin-bonus
490. 迷宫,The Maze,13,中等,"1,083","2,495",https://leetcode-cn.com/problems/the-maze
782. 变为棋盘,Transform To Chessboard,13,困难,350,871,https://leetcode-cn.com/problems/transform-to-chessboard
335. 路径交叉,Self Crossing,13,困难,741,"2,426",https://leetcode-cn.com/problems/self-crossing
851. 喧闹和富有,Loud And Rich,13,中等,"1,117","2,673",https://leetcode-cn.com/problems/loud-and-rich
616. 给字符串添加加粗标签,Add Bold Tag In String,13,中等,881,"2,054",https://leetcode-cn.com/problems/add-bold-tag-in-string
683. K 个空花盆,K Empty Slots,13,困难,280,689,https://leetcode-cn.com/problems/k-empty-slots
255. 验证前序遍历序列二叉搜索树,Verify Preorder Sequence In Binary Search Tree,13,中等,792,"1,764",https://leetcode-cn.com/problems/verify-preorder-sequence-in-binary-search-tree
325. 和等于 k 的最长子数组长度,Maximum Size Subarray Sum Equals K,13,中等,"1,100","2,485",https://leetcode-cn.com/problems/maximum-size-subarray-sum-equals-k
1146. 快照数组,Snapshot Array,12,中等,"1,207","5,757",https://leetcode-cn.com/problems/snapshot-array
952. 按公因数计算最大组件大小,Largest Component Size By Common Factor,12,困难,625,"2,347",https://leetcode-cn.com/problems/largest-component-size-by-common-factor
1015. 可被 K 整除的最小整数,Smallest Integer Divisible By K,12,中等,"1,571","5,727",https://leetcode-cn.com/problems/smallest-integer-divisible-by-k
1185. 一周中的第几天,Day Of The Week,12,简单,"3,252","5,591",https://leetcode-cn.com/problems/day-of-the-week
261. 以图判树,Graph Valid Tree,12,中等,"1,125","2,701",https://leetcode-cn.com/problems/graph-valid-tree
964. 表示数字的最少运算符,Least Operators To Express Number,12,困难,313,996,https://leetcode-cn.com/problems/least-operators-to-express-number
285. 二叉搜索树中的顺序后继,Inorder Successor In Bst,12,中等,"1,027","1,695",https://leetcode-cn.com/problems/inorder-successor-in-bst
1190. 反转每对括号间的子串,Reverse Substrings Between Each Pair Of Parentheses,12,中等,"2,639","5,354",https://leetcode-cn.com/problems/reverse-substrings-between-each-pair-of-parentheses
265. 粉刷房子 II,Paint House Ii,12,困难,763,"1,510",https://leetcode-cn.com/problems/paint-house-ii
971. 翻转二叉树以匹配先序遍历,Flip Binary Tree To Match Preorder Traversal,12,中等,"1,010","2,447",https://leetcode-cn.com/problems/flip-binary-tree-to-match-preorder-traversal
1217. 玩筹码,Play With Chips,12,简单,"4,114","6,200",https://leetcode-cn.com/problems/play-with-chips
592. 分数加减运算,Fraction Addition And Subtraction,12,中等,922,"1,911",https://leetcode-cn.com/problems/fraction-addition-and-subtraction
426. 将二叉搜索树转化为排序的双向链表,Convert Binary Search Tree To Sorted Doubly Linked List,12,中等,835,"1,452",https://leetcode-cn.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list
1081. 不同字符的最小子序列,Smallest Subsequence Of Distinct Characters,12,中等,"1,107","2,581",https://leetcode-cn.com/problems/smallest-subsequence-of-distinct-characters
385. 迷你语法分析器,Mini Parser,12,中等,"1,487","3,761",https://leetcode-cn.com/problems/mini-parser
333. 最大 BST 子树,Largest Bst Subtree,12,中等,844,"2,078",https://leetcode-cn.com/problems/largest-bst-subtree
810. 黑板异或游戏,Chalkboard Xor Game,12,困难,595,"1,156",https://leetcode-cn.com/problems/chalkboard-xor-game
388. 文件的最长绝对路径,Longest Absolute File Path,12,中等,995,"2,330",https://leetcode-cn.com/problems/longest-absolute-file-path
159. 至多包含两个不同字符的最长子串,Longest Substring With At Most Two Distinct Characters,12,中等,"1,281","2,454",https://leetcode-cn.com/problems/longest-substring-with-at-most-two-distinct-characters
770. 基本计算器 IV,Basic Calculator Iv,12,困难,188,396,https://leetcode-cn.com/problems/basic-calculator-iv
1111. 有效括号的嵌套深度,Maximum Nesting Depth Of Two Valid Parentheses Strings,11,中等,"1,060","1,614",https://leetcode-cn.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings
1249. 移除无效的括号,Minimum Remove To Make Valid Parentheses,11,中等,"2,419","4,572",https://leetcode-cn.com/problems/minimum-remove-to-make-valid-parentheses
1240. 铺瓷砖,Tiling A Rectangle With The Fewest Squares,11,困难,476,"1,070",https://leetcode-cn.com/problems/tiling-a-rectangle-with-the-fewest-squares
1001. 网格照明,Grid Illumination,11,困难,640,"2,357",https://leetcode-cn.com/problems/grid-illumination
267. 回文排列 II,Palindrome Permutation Ii,11,中等,433,"1,116",https://leetcode-cn.com/problems/palindrome-permutation-ii
681. 最近时刻,Next Closest Time,11,中等,351,762,https://leetcode-cn.com/problems/next-closest-time
906. 超级回文数,Super Palindromes,11,困难,678,"3,336",https://leetcode-cn.com/problems/super-palindromes
1201. 丑数 III,Ugly Number Iii,11,中等,"1,208","6,742",https://leetcode-cn.com/problems/ugly-number-iii
794. 有效的井字游戏,Valid Tic Tac Toe State,11,中等,"2,123","6,613",https://leetcode-cn.com/problems/valid-tic-tac-toe-state
603. 连续空余座位,Consecutive Available Seats,11,简单,"1,185","1,834",https://leetcode-cn.com/problems/consecutive-available-seats
489. 扫地机器人,Robot Room Cleaner,11,困难,230,312,https://leetcode-cn.com/problems/robot-room-cleaner
340. 至多包含 K 个不同字符的最长子串,Longest Substring With At Most K Distinct Characters,11,困难,764,"1,669",https://leetcode-cn.com/problems/longest-substring-with-at-most-k-distinct-characters
988. 从叶结点开始的最小字符串,Smallest String Starting From Leaf,11,中等,"1,934","4,604",https://leetcode-cn.com/problems/smallest-string-starting-from-leaf
369. 给单链表加一,Plus One Linked List,11,中等,651,"1,119",https://leetcode-cn.com/problems/plus-one-linked-list
597. 好友申请 I ：总体通过率,Friend Requests I Overall Acceptance Rate,11,简单,946,"2,379",https://leetcode-cn.com/problems/friend-requests-i-overall-acceptance-rate
1140. 石子游戏 II,Stone Game Ii,11,中等,907,"1,620",https://leetcode-cn.com/problems/stone-game-ii
280. 摆动排序,Wiggle Sort,10,中等,"1,025","1,500",https://leetcode-cn.com/problems/wiggle-sort
1091. 二进制矩阵中的最短路径,Shortest Path In Binary Matrix,10,中等,"2,155","8,040",https://leetcode-cn.com/problems/shortest-path-in-binary-matrix
591. 标签验证器,Tag Validator,10,困难,316,"1,109",https://leetcode-cn.com/problems/tag-validator
1095. 山脉数组中查找目标值,Find In Mountain Array,10,困难,799,"2,826",https://leetcode-cn.com/problems/find-in-mountain-array
1102. 得分最高的路径,Path With Maximum Minimum Value,10,中等,619,"2,463",https://leetcode-cn.com/problems/path-with-maximum-minimum-value
1128. 等价多米诺骨牌对的数量,Number Of Equivalent Domino Pairs,10,简单,"3,178","8,102",https://leetcode-cn.com/problems/number-of-equivalent-domino-pairs
1103. 分糖果 II,Distribute Candies To People,10,简单,"4,428","7,240",https://leetcode-cn.com/problems/distribute-candies-to-people
1023. 驼峰式匹配,Camelcase Matching,10,中等,"1,646","3,205",https://leetcode-cn.com/problems/camelcase-matching
314. 二叉树的垂直遍历,Binary Tree Vertical Order Traversal,10,中等,451,838,https://leetcode-cn.com/problems/binary-tree-vertical-order-traversal
1144. 递减元素使数组呈锯齿状,Decrease Elements To Make Array Zigzag,10,中等,"3,212","8,185",https://leetcode-cn.com/problems/decrease-elements-to-make-array-zigzag
1145. 二叉树着色游戏,Binary Tree Coloring Game,10,中等,"1,730","4,677",https://leetcode-cn.com/problems/binary-tree-coloring-game
478. 在圆内随机生成点,Generate Random Point In A Circle,10,中等,"1,274","3,346",https://leetcode-cn.com/problems/generate-random-point-in-a-circle
1154. 一年中的第几天,Day Of The Year,10,简单,"4,306","8,382",https://leetcode-cn.com/problems/day-of-the-year
305. 岛屿数量 II,Number Of Islands Ii,10,困难,446,"1,521",https://leetcode-cn.com/problems/number-of-islands-ii
528. 按权重随机选择,Random Pick With Weight,10,中等,"1,103","2,822",https://leetcode-cn.com/problems/random-pick-with-weight
1110. 删点成林,Delete Nodes And Return Forest,10,中等,"1,459","2,657",https://leetcode-cn.com/problems/delete-nodes-and-return-forest
1169. 查询无效交易,Invalid Transactions,10,中等,"2,465","8,944",https://leetcode-cn.com/problems/invalid-transactions
536. 从字符串生成二叉树,Construct Binary Tree From String,10,中等,529,"1,132",https://leetcode-cn.com/problems/construct-binary-tree-from-string
1017. 负二进制转换,Convert To Base 2,10,中等,"1,278","2,508",https://leetcode-cn.com/problems/convert-to-base-2
1053. 交换一次的先前排列,Previous Permutation With One Swap,10,中等,"1,979","4,799",https://leetcode-cn.com/problems/previous-permutation-with-one-swap
1007. 行相等的最少多米诺旋转,Minimum Domino Rotations For Equal Row,10,中等,"1,619","3,849",https://leetcode-cn.com/problems/minimum-domino-rotations-for-equal-row
1184. 公交站间的距离,Distance Between Bus Stops,10,简单,"3,717","6,743",https://leetcode-cn.com/problems/distance-between-bus-stops
1219. 黄金矿工,Path With Maximum Gold,10,中等,"2,021","3,326",https://leetcode-cn.com/problems/path-with-maximum-gold
1206. 设计跳表,Design Skiplist,10,困难,371,723,https://leetcode-cn.com/problems/design-skiplist
882. 细分图中的可到达结点,Reachable Nodes In Subdivided Graph,10,困难,330,902,https://leetcode-cn.com/problems/reachable-nodes-in-subdivided-graph
1283. 使结果不超过阈值的最小除数,Find The Smallest Divisor Given A Threshold,10,中等,"1,613","5,644",https://leetcode-cn.com/problems/find-the-smallest-divisor-given-a-threshold
1252. 奇数值单元格的数目,Cells With Odd Values In A Matrix,10,简单,"3,930","5,307",https://leetcode-cn.com/problems/cells-with-odd-values-in-a-matrix
259. 较小的三数之和,3Sum Smaller,10,中等,"1,016","1,830",https://leetcode-cn.com/problems/3sum-smaller
1247. 交换字符使得字符串相同,Minimum Swaps To Make Strings Equal,10,中等,"1,940","3,778",https://leetcode-cn.com/problems/minimum-swaps-to-make-strings-equal
1231. 分享巧克力,Divide Chocolate,10,困难,451,825,https://leetcode-cn.com/problems/divide-chocolate
966. 元音拼写检查器,Vowel Spellchecker,10,中等,846,"2,409",https://leetcode-cn.com/problems/vowel-spellchecker
163. 缺失的区间,Missing Ranges,10,中等,"1,450","6,314",https://leetcode-cn.com/problems/missing-ranges
967. 连续差相同的数字,Numbers With Same Consecutive Differences,10,中等,"1,756","5,210",https://leetcode-cn.com/problems/numbers-with-same-consecutive-differences
158. 用 Read4 读取 N 个字符 II,Read N Characters Given Read4 Ii Call Multiple Times,10,困难,339,613,https://leetcode-cn.com/problems/read-n-characters-given-read4-ii-call-multiple-times
879. 盈利计划,Profitable Schemes,9,困难,584,"2,018",https://leetcode-cn.com/problems/profitable-schemes
644. 最大平均子段和 II,Maximum Average Subarray Ii,9,困难,150,472,https://leetcode-cn.com/problems/maximum-average-subarray-ii
736. Lisp 语法解析,Parse Lisp Expression,9,困难,326,770,https://leetcode-cn.com/problems/parse-lisp-expression
1170. 比较字符串最小字母出现频次,Compare Strings By Frequency Of The Smallest Character,9,简单,"3,586","6,115",https://leetcode-cn.com/problems/compare-strings-by-frequency-of-the-smallest-character
1260. 二维网格迁移,Shift 2D Grid,9,简单,"2,486","4,349",https://leetcode-cn.com/problems/shift-2d-grid
928. 尽量减少恶意软件的传播 II,Minimize Malware Spread Ii,9,困难,527,"1,407",https://leetcode-cn.com/problems/minimize-malware-spread-ii
1292. 元素和小于等于阈值的正方形的最大边长,Maximum Side Length Of A Square With Sum Less Than Or Equal To Threshold,9,中等,"1,044","2,777",https://leetcode-cn.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
366. 寻找完全二叉树的叶子节点,Find Leaves Of Binary Tree,9,中等,478,687,https://leetcode-cn.com/problems/find-leaves-of-binary-tree
1096. 花括号展开 II,Brace Expansion Ii,9,困难,397,879,https://leetcode-cn.com/problems/brace-expansion-ii
519. 随机翻转矩阵,Random Flip Matrix,9,中等,546,"1,594",https://leetcode-cn.com/problems/random-flip-matrix
512. 游戏玩法分析 II,Game Play Analysis Ii,9,简单,"1,540","3,070",https://leetcode-cn.com/problems/game-play-analysis-ii
727. 最小窗口子序列,Minimum Window Subsequence,9,困难,332,853,https://leetcode-cn.com/problems/minimum-window-subsequence
484. 寻找排列,Find Permutation,9,中等,305,464,https://leetcode-cn.com/problems/find-permutation
982. 按位与为零的三元组,Triples With Bitwise And Equal To Zero,9,困难,807,"1,695",https://leetcode-cn.com/problems/triples-with-bitwise-and-equal-to-zero
251. 展开二维向量,Flatten 2D Vector,9,中等,501,977,https://leetcode-cn.com/problems/flatten-2d-vector
1036. 逃离大迷宫,Escape A Large Maze,9,困难,627,"2,507",https://leetcode-cn.com/problems/escape-a-large-maze
723. 粉碎糖果,Candy Crush,9,中等,287,463,https://leetcode-cn.com/problems/candy-crush
1176. 健身计划评估,Diet Plan Performance,9,简单,"2,325","5,974",https://leetcode-cn.com/problems/diet-plan-performance
1153. 字符串转化,String Transforms Into Another String,9,困难,452,"1,537",https://leetcode-cn.com/problems/string-transforms-into-another-string
749. 隔离病毒,Contain Virus,9,困难,292,611,https://leetcode-cn.com/problems/contain-virus
161. 相隔为 1 的编辑距离,One Edit Distance,9,中等,"1,162","3,735",https://leetcode-cn.com/problems/one-edit-distance
981. 基于时间的键值存储,Time Based Key Value Store,9,中等,925,"2,804",https://leetcode-cn.com/problems/time-based-key-value-store
558. 四叉树交集,Quad Tree Intersection,9,简单,"1,579","3,508",https://leetcode-cn.com/problems/quad-tree-intersection
361. 轰炸敌人,Bomb Enemy,9,中等,687,"1,337",https://leetcode-cn.com/problems/bomb-enemy
1006. 笨阶乘,Clumsy Factorial,9,中等,"2,149","4,331",https://leetcode-cn.com/problems/clumsy-factorial
1223. 掷骰子模拟,Dice Roll Simulation,9,中等,996,"2,442",https://leetcode-cn.com/problems/dice-roll-simulation
1237. 找出给定方程的正整数解,Find Positive Integer Solution For A Given Equation,9,简单,"2,699","4,044",https://leetcode-cn.com/problems/find-positive-integer-solution-for-a-given-equation
1226. 哲学家进餐,The Dining Philosophers,9,中等,807,"1,530",https://leetcode-cn.com/problems/the-dining-philosophers
760. 找出变位映射,Find Anagram Mappings,9,简单,804,"1,025",https://leetcode-cn.com/problems/find-anagram-mappings
272. 最接近的二叉搜索树值 II,Closest Binary Search Tree Value Ii,9,困难,470,831,https://leetcode-cn.com/problems/closest-binary-search-tree-value-ii
936. 戳印序列,Stamping The Sequence,9,困难,378,"1,311",https://leetcode-cn.com/problems/stamping-the-sequence
1037. 有效的回旋镖,Valid Boomerang,8,简单,"2,911","7,508",https://leetcode-cn.com/problems/valid-boomerang
339. 嵌套列表权重和,Nested List Weight Sum,8,简单,662,848,https://leetcode-cn.com/problems/nested-list-weight-sum
1281. 整数的各位积和之差,Subtract The Product And Sum Of Digits Of An Integer,8,简单,"4,397","5,437",https://leetcode-cn.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer
170. 两数之和 III - 数据结构设计,Two Sum Iii Data Structure Design,8,简单,"1,037","2,657",https://leetcode-cn.com/problems/two-sum-iii-data-structure-design
487. 最大连续1的个数 II,Max Consecutive Ones Ii,8,中等,535,"1,020",https://leetcode-cn.com/problems/max-consecutive-ones-ii
186. 翻转字符串里的单词 II,Reverse Words In A String Ii,8,中等,"1,115","1,596",https://leetcode-cn.com/problems/reverse-words-in-a-string-ii
418. 屏幕可显示句子的数量,Sentence Screen Fitting,8,中等,426,"1,400",https://leetcode-cn.com/problems/sentence-screen-fitting
320. 列举单词的全部缩写,Generalized Abbreviation,8,中等,477,770,https://leetcode-cn.com/problems/generalized-abbreviation
465. 最优账单平衡,Optimal Account Balancing,8,困难,162,362,https://leetcode-cn.com/problems/optimal-account-balancing
439. 三元表达式解析器,Ternary Expression Parser,8,中等,426,782,https://leetcode-cn.com/problems/ternary-expression-parser
311. 稀疏矩阵的乘法,Sparse Matrix Multiplication,8,中等,441,608,https://leetcode-cn.com/problems/sparse-matrix-multiplication
772. 基本计算器 III,Basic Calculator Iii,8,困难,382,"1,277",https://leetcode-cn.com/problems/basic-calculator-iii
789. 逃脱阻碍者,Escape The Ghosts,8,中等,"1,686","2,920",https://leetcode-cn.com/problems/escape-the-ghosts
497. 非重叠矩形中的随机点,Random Point In Non Overlapping Rectangles,8,中等,624,"1,718",https://leetcode-cn.com/problems/random-point-in-non-overlapping-rectangles
270. 最接近的二叉搜索树值,Closest Binary Search Tree Value,8,简单,"1,293","2,649",https://leetcode-cn.com/problems/closest-binary-search-tree-value
1209. 删除字符串中的所有相邻重复项 II,Remove All Adjacent Duplicates In String Ii,8,中等,"2,154","4,250",https://leetcode-cn.com/problems/remove-all-adjacent-duplicates-in-string-ii
1208. 尽可能使字符串相等,Get Equal Substrings Within Budget,8,中等,"1,887","6,494",https://leetcode-cn.com/problems/get-equal-substrings-within-budget
1232. 缀点成线,Check If It Is A Straight Line,8,简单,"3,555","7,311",https://leetcode-cn.com/problems/check-if-it-is-a-straight-line
1080. 根到叶路径上的不足节点,Insufficient Nodes In Root To Leaf Paths,8,中等,"1,183","2,841",https://leetcode-cn.com/problems/insufficient-nodes-in-root-to-leaf-paths
1203. 项目管理,Sort Items By Groups Respecting Dependencies,8,困难,318,"1,007",https://leetcode-cn.com/problems/sort-items-by-groups-respecting-dependencies
1087. 字母切换,Brace Expansion,8,中等,441,"1,030",https://leetcode-cn.com/problems/brace-expansion
1200. 最小绝对差,Minimum Absolute Difference,8,简单,"4,167","6,528",https://leetcode-cn.com/problems/minimum-absolute-difference
1195. 交替打印字符串,Fizz Buzz Multithreaded,8,中等,"1,354","2,325",https://leetcode-cn.com/problems/fizz-buzz-multithreaded
642. 设计搜索自动补全系统,Design Search Autocomplete System,8,困难,276,609,https://leetcode-cn.com/problems/design-search-autocomplete-system
919. 完全二叉树插入器,Complete Binary Tree Inserter,8,中等,"1,261","2,146",https://leetcode-cn.com/problems/complete-binary-tree-inserter
549. 二叉树中最长的连续序列,Binary Tree Longest Consecutive Sequence Ii,8,中等,249,499,https://leetcode-cn.com/problems/binary-tree-longest-consecutive-sequence-ii
1172. 餐盘栈,Dinner Plate Stacks,8,困难,700,"2,969",https://leetcode-cn.com/problems/dinner-plate-stacks
296. 最佳的碰头地点,Best Meeting Point,8,困难,326,542,https://leetcode-cn.com/problems/best-meeting-point
1016. 子串能表示从 1 到 N 数字的二进制串,Binary String With Substrings Representing 1 To N,8,中等,"1,541","2,757",https://leetcode-cn.com/problems/binary-string-with-substrings-representing-1-to-n
1254. 统计封闭岛屿的数目,Number Of Closed Islands,8,中等,"1,855","3,223",https://leetcode-cn.com/problems/number-of-closed-islands
510. 二叉搜索树中的中序后继 II,Inorder Successor In Bst Ii,8,中等,292,536,https://leetcode-cn.com/problems/inorder-successor-in-bst-ii
1121. 将数组分成几个递增序列,Divide Array Into Increasing Sequences,7,困难,414,888,https://leetcode-cn.com/problems/divide-array-into-increasing-sequences
362. 敲击计数器,Design Hit Counter,7,中等,329,483,https://leetcode-cn.com/problems/design-hit-counter
1062. 最长重复子串,Longest Repeating Substring,7,中等,793,"1,925",https://leetcode-cn.com/problems/longest-repeating-substring
1082. 销售分析 I ,Sales Analysis I,7,简单,"1,255","1,717",https://leetcode-cn.com/problems/sales-analysis-i
1246. 删除回文子数组,Palindrome Removal,7,困难,309,734,https://leetcode-cn.com/problems/palindrome-removal
271. 字符串的编码与解码,Encode And Decode Strings,7,中等,343,714,https://leetcode-cn.com/problems/encode-and-decode-strings
317. 离建筑物最近的距离,Shortest Distance From All Buildings,7,困难,374,943,https://leetcode-cn.com/problems/shortest-distance-from-all-buildings
247. 中心对称数 II,Strobogrammatic Number Ii,7,中等,738,"1,591",https://leetcode-cn.com/problems/strobogrammatic-number-ii
1147. 段式回文,Longest Chunked Palindrome Decomposition,7,困难,"1,139","2,257",https://leetcode-cn.com/problems/longest-chunked-palindrome-decomposition
250. 统计同值子树,Count Univalue Subtrees,7,中等,576,960,https://leetcode-cn.com/problems/count-univalue-subtrees
308. 二维区域和检索 - 可变,Range Sum Query 2D Mutable,7,困难,252,456,https://leetcode-cn.com/problems/range-sum-query-2d-mutable
252. 会议室,Meeting Rooms,7,简单,"1,412","2,753",https://leetcode-cn.com/problems/meeting-rooms
1266. 访问所有点的最小时间,Minimum Time Visiting All Points,7,简单,"3,900","4,908",https://leetcode-cn.com/problems/minimum-time-visiting-all-points
254. 因子的组合,Factor Combinations,7,中等,650,"1,172",https://leetcode-cn.com/problems/factor-combinations
1168. 水资源分配优化,Optimize Water Distribution In A Village,7,困难,318,875,https://leetcode-cn.com/problems/optimize-water-distribution-in-a-village
293. 翻转游戏,Flip Game,7,简单,996,"1,458",https://leetcode-cn.com/problems/flip-game
1179. 重新格式化部门表,Reformat Department Table,7,简单,"2,058","3,175",https://leetcode-cn.com/problems/reformat-department-table
1233. 删除子文件夹,Remove Sub Folders From The Filesystem,7,中等,"2,018","5,014",https://leetcode-cn.com/problems/remove-sub-folders-from-the-filesystem
1202. 交换字符串中的元素,Smallest String With Swaps,7,中等,"1,041","3,996",https://leetcode-cn.com/problems/smallest-string-with-swaps
1230. 抛掷硬币,Toss Strange Coins,7,中等,658,"1,692",https://leetcode-cn.com/problems/toss-strange-coins
911. 在线选举,Online Election,7,中等,816,"2,246",https://leetcode-cn.com/problems/online-election
656. 金币路径,Coin Path,7,困难,190,763,https://leetcode-cn.com/problems/coin-path
708. 循环有序列表的插入,Insert Into A Sorted Circular Linked List,7,中等,292,"1,050",https://leetcode-cn.com/problems/insert-into-a-sorted-circular-linked-list
635. 设计日志存储系统,Design Log Storage System,7,中等,492,900,https://leetcode-cn.com/problems/design-log-storage-system
663. 均匀树划分,Equal Tree Partition,7,中等,323,811,https://leetcode-cn.com/problems/equal-tree-partition
613. 直线上的最近距离,Shortest Distance In A Line,7,简单,"1,446","1,823",https://leetcode-cn.com/problems/shortest-distance-in-a-line
1073. 负二进制数相加,Adding Two Negabinary Numbers,7,中等,833,"2,913",https://leetcode-cn.com/problems/adding-two-negabinary-numbers
776. 拆分二叉搜索树,Split Bst,7,中等,315,624,https://leetcode-cn.com/problems/split-bst
716. 最大栈,Max Stack,7,简单,463,"1,123",https://leetcode-cn.com/problems/max-stack
972. 相等的有理数,Equal Rational Numbers,7,困难,483,"1,165",https://leetcode-cn.com/problems/equal-rational-numbers
588. 设计内存文件系统,Design In Memory File System,7,困难,317,974,https://leetcode-cn.com/problems/design-in-memory-file-system
499. 迷宫 III,The Maze Iii,7,困难,464,"1,624",https://leetcode-cn.com/problems/the-maze-iii
1033. 移动石子直到连续,Moving Stones Until Consecutive,7,简单,"3,081","8,552",https://leetcode-cn.com/problems/moving-stones-until-consecutive
585. 2016年的投资,Investments In 2016,7,中等,669,"1,335",https://leetcode-cn.com/problems/investments-in-2016
651. 4键键盘,4 Keys Keyboard,7,中等,614,"1,095",https://leetcode-cn.com/problems/4-keys-keyboard
1055. 形成字符串的最短路径,Shortest Way To Form String,6,中等,447,945,https://leetcode-cn.com/problems/shortest-way-to-form-string
1197. 进击的骑士,Minimum Knight Moves,6,中等,917,"3,395",https://leetcode-cn.com/problems/minimum-knight-moves
1078. Bigram 分词,Occurrences After Bigram,6,简单,"3,952","6,651",https://leetcode-cn.com/problems/occurrences-after-bigram
1192. 查找集群内的「关键连接」,Critical Connections In A Network,6,困难,692,"2,183",https://leetcode-cn.com/problems/critical-connections-in-a-network
294. 翻转游戏 II,Flip Game Ii,6,中等,593,"1,099",https://leetcode-cn.com/problems/flip-game-ii
734. 句子相似性,Sentence Similarity,6,简单,337,692,https://leetcode-cn.com/problems/sentence-similarity
370. 区间加法,Range Addition,6,中等,443,708,https://leetcode-cn.com/problems/range-addition
323. 无向图中连通分量的数目,Number Of Connected Components In An Undirected Graph,6,中等,"1,109","2,131",https://leetcode-cn.com/problems/number-of-connected-components-in-an-undirected-graph
1289. 下降路径最小和  II,Minimum Falling Path Sum Ii,6,困难,607,"1,156",https://leetcode-cn.com/problems/minimum-falling-path-sum-ii
711. 不同岛屿的数量 II,Number Of Distinct Islands Ii,6,困难,163,316,https://leetcode-cn.com/problems/number-of-distinct-islands-ii
1163. 按字典序排在最后的子串,Last Substring In Lexicographical Order,6,困难,"1,549","7,271",https://leetcode-cn.com/problems/last-substring-in-lexicographical-order
1161. 最大层内元素和,Maximum Level Sum Of A Binary Tree,6,中等,"2,877","4,344",https://leetcode-cn.com/problems/maximum-level-sum-of-a-binary-tree
302. 包含全部黑色像素的最小矩形,Smallest Rectangle Enclosing Black Pixels,6,困难,297,430,https://leetcode-cn.com/problems/smallest-rectangle-enclosing-black-pixels
1139. 最大的以 1 为边界的正方形,Largest 1 Bordered Square,6,中等,"1,240","3,173",https://leetcode-cn.com/problems/largest-1-bordered-square
425. 单词方块,Word Squares,6,困难,177,365,https://leetcode-cn.com/problems/word-squares
249. 移位字符串分组,Group Shifted Strings,6,中等,788,"1,354",https://leetcode-cn.com/problems/group-shifted-strings
428. 序列化和反序列化 N 叉树,Serialize And Deserialize N Ary Tree,6,困难,206,316,https://leetcode-cn.com/problems/serialize-and-deserialize-n-ary-tree
750. 角矩形的数量,Number Of Corner Rectangles,6,中等,379,528,https://leetcode-cn.com/problems/number-of-corner-rectangles
471. 编码最短长度的字符串,Encode String With Shortest Length,6,困难,196,412,https://leetcode-cn.com/problems/encode-string-with-shortest-length
742. 二叉树最近的叶节点,Closest Leaf In A Binary Tree,6,中等,257,585,https://leetcode-cn.com/problems/closest-leaf-in-a-binary-tree
243. 最短单词距离,Shortest Word Distance,6,简单,"1,484","2,347",https://leetcode-cn.com/problems/shortest-word-distance
